a'	/ˈa/
selvaggio	/selvˈadʒdʒo/
selvaggi	/selvˈadʒdʒi/
selva	/ˈselva/
selve	/ˈselve/
sembiante	/sembjˈante/
sembianti	/sembjˈanti/
sembianza	/sembjˈantsa/
sembianze	/sembjˈantse/
seme	/ˈseme/
seminò	/seminˈɔ/
semi	/ˈsemi/
semiviva	/semivˈiva/
sempiterna	/sempitˈɛrna/
semplicemente	/semplitʃemˈente/
semplice	/ˈsemplitʃe/
semplici	/ˈsemplitʃi/
semplicità	/semplitʃitˈa/
sempre	/ˈsɛmpre/
senno	/ˈsenno/
sensibile	/sensˈibile/
sensi	/ˈsɛnsi/
senso	/ˈsɛnso/
senta	/ˈsɛnta/
sentendo	/sentˈɛndo/
sentenza	/sentˈɛntsa/
sentenze	/sentˈɛntse/
sentenzia	/sentˈɛntsja/
sente	/ˈsɛnte/
sentiamo	/sentiˈamo/
sentiero	/sentjˈɛro/
sentii	/sentˈii/
sentimenti	/sentimˈenti/
sentimento	/sentimˈento/
sentire	/sentˈire/
sentirono	/sentˈirono/
senti	/ˈsɛnti/
sentì	/sentˈi/
sentisse	/sentˈisse/
sentissi	/sentˈissi/
sentita	/sentˈita/
sentite	/sentˈite/
sentito	/sentˈito/
sentiva	/sentˈiva/
sentono	/ˈsɛntono/
sento	/ˈsɛnto/
senza	/ˈsɛntsa/
separatamente	/separatamˈente/
separate	/separˈate/
separato	/separˈato/
sepolcro	/sepˈolkro/
sepolti	/sepˈolti/
sepolto	/sepˈolto/
sepoltura	/sepoltˈura/
seppero	/ˈsɛppero/
seppe	/ˈsɛppe/
seppi	/ˈsɛppi/
s'era	/ˈsera/
sera	/ˈsera/
serbano	/ˈsɛrbano/
serbare	/serbˈare/
serba	/ˈsɛrba/
serbato	/serbˈato/
serena	/serˈena/
serenissimo	/serenˈissimo/
serenità	/serenitˈa/
sereno	/serˈeno/
sere	/ˈsɛre/
sergenti	/serdʒˈɛnti/
seria	/ˈsɛrja/
serie	/ˈsɛrje/
serpente	/serpˈɛnte/
serpenti	/serpˈɛnti/
serpe	/ˈsɛrpe/
serrata	/serrˈata/
serrato	/serrˈato/
serrò	/serrˈɔ/
ser	/ˈsɛr/
servano	/ˈsɛrvano/
serva	/ˈsɛrva/
servente	/servˈɛnte/
serventi	/servˈɛnti/
serve	/ˈsɛrve/
servigio	/servˈidʒo/
servigi	/servˈidʒi/
servile	/servˈile/
servire	/servˈire/
servi	/ˈsɛrvi/
servita	/servˈita/
serviti	/servˈiti/
servito	/servˈito/
servitù	/servitˈu/
servivano	/servˈivano/
serviva	/servˈiva/
servono	/ˈsɛrvono/
servo	/ˈsɛrvo/
se	/se/
sé	/ˈse/
sesso	/ˈsɛsso/
sesta	/ˈsɛsta/
sesto	/ˈsɛsto/
sete	/ˈsɛte/
setta	/ˈsɛtta/
settembre	/settˈɛmbre/
settentrione	/settentrjˈone/
sette	/ˈsɛtte/
settimana	/settimˈana/
settimane	/settimˈane/
settima	/ˈsɛttima/
settimo	/ˈsɛttimo/
severa	/sevˈɛra/
severo	/sevˈɛro/
sforza	/sfˈɔrtsa/
sforzato	/sfortsˈato/
sfuggire	/sfudʒdʒˈire/
sgomento	/zɡomˈento/
sguardi	/zɡwˈardi/
sguardo	/zɡwˈardo/
siamo	/sjˈamo/
siano	/ˈsiano/
sia	/ˈsia/
siate	/sjˈate/
sibilla	/sibˈilla/
siccome	/sikkˈome/
sicilia	/sitʃˈilia/
sic	/ˈsik/
sicuramente	/sikuramˈente/
sicura	/sikˈura/
sicurezza	/sikurˈetstsa/
sicuri	/sikˈuri/
sicuro	/sikˈuro/
sicurtà	/sikurtˈa/
siede	/sjˈɛde/
siena	/sjˈɛna/
sieno	/ˈsieno/
siete	/sjˈɛte/
significare	/siɲɲifikˈare/
significa	/siɲɲˈifika/
significato	/siɲɲifikˈato/
signora	/siɲɲˈora/
signoreggia	/siɲɲorˈedʒdʒa/
signoreggiato	/siɲɲoredʒdʒˈato/
signoreggiava	/siɲɲoredʒdʒˈava/
signoreggiò	/siɲɲoredʒdʒˈɔ/
signore	/siɲɲˈore/
signoria	/siɲɲorˈia/
signorina	/siɲɲorˈina/
signori	/siɲɲˈori/
sii	/ˈsii/
silenzio	/silˈɛntsjo/
sillaba	/ˈsillaba/
sillabe	/ˈsillabe/
silvio	/ˈsilvjo/
simile	/ˈsimile/
simili	/ˈsimili/
similitudine	/similitˈudine/
similmente	/similmˈente/
simona	/simˈona/
simone	/simˈone/
simpatia	/simpatˈia/
s'impazientì	/simpatstsjentˈi/
simulacro	/simulˈakro/
sincera	/sintʃˈɛra/
sincerità	/sintʃeritˈa/
sincero	/sintʃˈɛro/
singolare	/siŋɡolˈare/
singulare	/siŋɡulˈare/
siniscalco	/siniskˈalko/
sinistra	/sinˈistra/
sinistro	/sinˈistro/
sino	/ˈsino/
sin	/ˈsin/
sintesi	/ˈsintezi/
siringa	/sirˈiŋɡa/
si	/ˈsi/
sì	/ˈsi/
sistema	/sistˈɛma/
sito	/ˈsito/
sit	/ˈsit/
situazione	/situatstsjˈone/
slancio	/zlˈantʃo/
smarrita	/zmarrˈita/
smarriti	/zmarrˈiti/
smarrito	/zmarrˈito/
smemorato	/zmemorˈato/
smontati	/zmontˈati/
smontato	/zmontˈato/
soavemente	/soavemˈente/
soave	/soˈave/
soavi	/soˈavi/
soavità	/soavitˈa/
soccorso	/sokkˈorso/
sociale	/sotʃˈale/
società	/sotʃetˈa/
socrate	/ˈsɔkrate/
soddisfazione	/soddisfatstsjˈone/
sofferente	/sofferˈɛnte/
sofferenza	/sofferˈɛntsa/
sofferse	/soffˈɛrse/
sofferto	/soffˈɛrto/
soffiando	/soffjˈando/
soffiare	/soffjˈare/
sofficiente	/soffitʃˈɛnte/
soffrire	/soffrˈire/
soggiunse	/sodʒdʒˈunse/
soglia	/ˈsɔʎʎa/
sogliono	/ˈsɔʎʎono/
sogni	/ˈsoɲɲi/
sogno	/ˈsoɲɲo/
solamente	/solamˈente/
solari	/solˈari/
sola	/ˈsola/
soldato	/soldˈato/
soldi	/ˈsɔldi/
solenne	/solˈɛnne/
solenni	/solˈɛnni/
solennità	/solennitˈa/
sole	/ˈsole/
soleva	/solˈeva/
solevi	/solˈevi/
solingo	/solˈiŋɡo/
solino	/solˈino/
soli	/ˈsoli/
solitaria	/solitˈarja/
solitario	/solitˈarjo/
solita	/ˈsɔlita/
solite	/ˈsɔlite/
soliti	/ˈsɔliti/
solito	/ˈsɔlito/
solitudine	/solitˈudine/
solitudini	/solitˈudini/
sollazzando	/sollatstsˈando/
sollazzi	/sollˈatstsi/
sollazzo	/sollˈatstso/
sollecitamente	/solletʃitamˈente/
sollecita	/solletʃˈita/
solleciti	/solletʃˈiti/
sollecito	/solletʃˈito/
sollecitudine	/solletʃitˈudine/
sollecitudini	/solletʃitˈudini/
solo	/ˈsolo/
sol	/ˈsɔl/
soltanto	/soltˈanto/
somigliante	/somiʎʎˈante/
somiglianti	/somiʎʎˈanti/
somiglianza	/somiʎʎˈantsa/
sommamente	/sommamˈente/
somma	/ˈsomma/
sommessa	/sommˈessa/
sommi	/ˈsommi/
sommità	/sommitˈa/
sommo	/ˈsommo/
sonando	/sonˈando/
sonanti	/sonˈanti/
sonare	/sonˈare/
sonarono	/sonˈarono/
sonetti	/sonˈetti/
sonmi	/ˈsɔnmi/
sonni	/ˈsonni/
sonno	/ˈsonno/
sonoro	/sonˈɔro/
sono	/ˈsɔno/
soperchio	/sopˈɛrkjo/
sopportando	/sopportˈando/
sopportare	/sopportˈare/
sopportò	/sopportˈɔ/
sopra	/ˈsopra/
sorda	/ˈsorda/
sorella	/sorˈɛlla/
sorelle	/sorˈɛlle/
sorga	/ˈsɔrɡa/
sorpresa	/sorprˈesa/
sorridendo	/sorridˈɛndo/
sorridere	/sorrˈidere/
sorriso	/sorrˈiso/
sorte	/ˈsɔrte/
sorti	/ˈsɔrti/
so	/ˈso/
sospesi	/sospˈesi/
sospeso	/sospˈeso/
sospetti	/sospˈɛtti/
sospetto	/sospˈɛtto/
sospinto	/sospˈinto/
sospirando	/sospirˈando/
sospirare	/sospirˈare/
sospiri	/sospˈiri/
sospiro	/sospˈiro/
sostanza	/sostˈantsa/
sostanze	/sostˈantse/
sostegno	/sostˈɛɲɲo/
sostenendo	/sostenˈɛndo/
sostenere	/sostenˈere/
sosteneva	/sostenˈeva/
sostenga	/sostˈɛŋɡa/
sostennero	/sostˈennero/
sostenne	/sostˈenne/
sostenuta	/sostenˈuta/
sostenute	/sostenˈute/
sostenuto	/sostenˈuto/
sostiene	/sostjˈɛne/
sostieni	/sostjˈɛni/
sostituire	/sostituˈire/
sotterra	/sottˈɛrra/
sotterrato	/sotterrˈato/
sottile	/sottˈile/
sottili	/sottˈili/
sottilissimo	/sottilˈissimo/
sottilmente	/sottilmˈente/
sottoposta	/sottopˈosta/
sottoposti	/sottopˈosti/
sotto	/ˈsotto/
sovente	/sovˈɛnte/
soverchia	/sovˈɛrkja/
soverchio	/sovˈɛrkjo/
sovra	/ˈsovra/
sozzo	/ˈsotstso/
spada	/spˈada/
spade	/spˈade/
spagna	/spˈaɲɲa/
spalla	/spˈalla/
spalle	/spˈalle/
sparse	/spˈarse/
sparsi	/spˈarsi/
sparte	/spˈarte/
sparve	/spˈarve/
spaventato	/spaventˈato/
spaventevoli	/spaventˈevoli/
spavento	/spavˈento/
spazio	/spˈatstsjo/
specchio	/spˈɛkkjo/
specialmente	/spetʃalmˈente/
specie	/spˈɛtʃe/
specificata	/spetʃifikˈata/
spelonca	/spelˈoŋka/
spelonche	/spelˈoŋke/
speme	/spˈɛme/
spendendo	/spendˈɛndo/
spendere	/spˈɛndere/
spento	/spˈɛnto/
speranza	/sperˈantsa/
speranze	/sperˈantse/
spera	/spˈɛra/
spesa	/spˈesa/
spese	/spˈese/
speso	/spˈeso/
spesse	/spˈesse/
spessissime	/spessˈissime/
spesso	/spˈesso/
speziale	/spetstsjˈale/
spezie	/spˈɛtstsje/
spiacevole	/spjatʃˈevole/
spiare	/spiˈare/
spiegazione	/spjeɡatstsjˈone/
spina	/spˈina/
spine	/spˈine/
spiraglio	/spirˈaʎʎo/
spirito	/spˈirito/
splendente	/splendˈɛnte/
splendido	/splˈɛndido/
splendore	/splendˈore/
splendori	/splendˈori/
spogliare	/spoʎʎˈare/
spoglia	/spˈɔʎʎa/
spogliati	/spoʎʎˈati/
spogliato	/spoʎʎˈato/
spontanea	/spontˈanea/
sposa	/spˈɔza/
spose	/spˈɔze/
sposi	/spˈɔzi/
sposo	/spˈɔzo/
sposò	/spozˈɔ/
sprezzando	/spretstsˈando/
sprezzare	/spretstsˈare/
sprezzata	/spretstsˈata/
sprezzate	/spretstsˈate/
sprezzato	/spretstsˈato/
stabile	/stˈabile/
stabilità	/stabilitˈa/
stagione	/stadʒˈone/
stagioni	/stadʒˈoni/
stai	/stˈai/
stalla	/stˈalla/
stamane	/stamˈane/
stanco	/stˈaŋko/
stando	/stˈando/
stanotte	/stanˈɔtte/
stante	/stˈante/
stare	/stˈare/
stassi	/stˈassi/
sta	/stˈa/
stata	/stˈata/
state	/stˈate/
stati	/stˈati/
stato	/stˈato/
statua	/stˈatua/
statue	/stˈatue/
statura	/statˈura/
statuto	/statˈuto/
stavano	/stˈavano/
stava	/stˈava/
stella	/stˈella/
stelle	/stˈelle/
stende	/stˈɛnde/
sterco	/stˈɛrko/
sterile	/stˈɛrile/
stese	/stˈese/
stessa	/stˈessa/
stesse	/stˈesse/
stessi	/stˈessi/
stesso	/stˈesso/
stia	/stˈia/
stile	/stˈile/
stima	/stˈima/
stimolato	/stimolˈato/
stimoli	/stˈimoli/
stimolo	/stˈimolo/
stimo	/stˈimo/
stirpe	/stˈirpe/
stoltamente	/stoltamˈente/
stolta	/stˈolta/
stolti	/stˈolti/
stomaco	/stˈɔmako/
stordito	/stordˈito/
storia	/stˈɔrja/
storica	/stˈɔrika/
storiche	/stˈɔrike/
storico	/stˈɔriko/
sto	/stˈo/
stracciato	/stratʃtʃˈato/
strada	/strˈada/
strade	/strˈade/
stradoni	/stradˈoni/
stramba	/strˈamba/
strana	/strˈana/
strane	/strˈane/
straniera	/stranjˈɛra/
straniere	/stranjˈɛre/
stranieri	/stranjˈɛri/
straniero	/stranjˈɛro/
strani	/strˈani/
strano	/strˈano/
strazio	/strˈatstsjo/
strepiti	/strˈɛpiti/
strepito	/strˈɛpito/
strettamente	/strettamˈente/
stretta	/strˈetta/
strette	/strˈette/
stretti	/strˈetti/
stretto	/strˈetto/
strido	/strˈido/
strigne	/strˈiɲɲe/
strinse	/strˈinse/
strozza	/strˈɔtstsa/
strumenti	/strumˈenti/
studiare	/studjˈare/
studiato	/studjˈato/
studii	/stˈudji/
studioso	/studjˈoso/
studio	/stˈudjo/
studi	/stˈudi/
stupefatto	/stupefˈatto/
sua	/ˈsua/
sue	/swe/
suggeriti	/sudʒdʒˈɛriti/
surgea	/surdʒˈɛa/
su	/su/
tabarro	/tabˈarro/
taccio	/ˈtatʃtʃo/
tacendo	/tatʃˈɛndo/
tacere	/tatʃˈere/
taceva	/tatʃˈeva/
tacitamente	/tatʃitamˈente/
tacita	/ˈtatʃita/
taciti	/ˈtatʃiti/
tacito	/ˈtatʃito/
taciuto	/tatʃˈuto/
tacque	/ˈtakkwe/
tagliata	/taʎʎˈata/
tai	/ˈtai/
tale	/ˈtale/
tali	/ˈtali/
talora	/talˈora/
tal	/ˈtal/
taluno	/talˈuno/
talvolta	/talvˈɔlta/
tancredi	/taŋkrˈedi/
tandem	/ˈtandem/
tanta	/ˈtanta/
tante	/ˈtante/
tanti	/ˈtanti/
tanto	/ˈtanto/
tarda	/ˈtarda/
tardi	/ˈtardi/
tardo	/ˈtardo/
tartaro	/ˈtartaro/
tauro	/ˈtauro/
tavola	/ˈtavola/
tavole	/ˈtavole/
tavolo	/ˈtavolo/
tebano	/tebˈano/
teco	/ˈteko/
telamone	/telamˈone/
tela	/ˈtela/
tele	/ˈtele/
tema	/ˈtema/
temendo	/temˈɛndo/
temere	/temˈere/
teme	/ˈteme/
temeva	/temˈeva/
temo	/ˈtemo/
temperanza	/temperˈantsa/
temperata	/temperˈata/
temperato	/temperˈato/
tempesta	/tempˈɛsta/
tempeste	/tempˈɛste/
tempestoso	/tempestˈoso/
tempie	/ˈtɛmpje/
tempio	/ˈtɛmpjo/
tempi	/ˈtɛmpi/
temporale	/temporˈale/
temporali	/temporˈali/
tempo	/ˈtɛmpo/
temuto	/temˈuto/
tenace	/tenˈatʃe/
tende	/ˈtɛnde/
tenebre	/ˈtɛnebre/
tenendo	/tenˈɛndo/
teneramente	/teneramˈente/
tenera	/ˈtɛnera/
tenere	/tenˈere/
tenerezza	/tenerˈetstsa/
tenerezze	/tenerˈetstse/
tenero	/ˈtɛnero/
tenesse	/tenˈesse/
tenete	/tenˈete/
tenevano	/tenˈevano/
teneva	/tenˈeva/
tenga	/ˈtɛŋɡa/
tengono	/ˈtɛŋɡono/
tengo	/ˈtɛŋɡo/
tennero	/ˈtennero/
tenne	/ˈtenne/
tenni	/ˈtenni/
tentare	/tentˈare/
tentato	/tentˈato/
tentò	/tentˈɔ/
tenuta	/tenˈuta/
tenute	/tenˈute/
tenuti	/tenˈuti/
tenuto	/tenˈuto/
teodoro	/teodˈɔro/
teologia	/teolodʒˈia/
teologica	/teolˈɔdʒika/
teologico	/teolˈɔdʒiko/
teorica	/teˈɔrika/
terminare	/terminˈare/
termina	/ˈtɛrmina/
termini	/ˈtɛrmini/
terranova	/terranˈɔva/
terra	/ˈtɛrra/
terrei	/terrˈɛi/
terrena	/terrˈena/
terrene	/terrˈene/
terreni	/terrˈeni/
terreno	/terrˈeno/
terre	/ˈtɛrre/
terribile	/terrˈibile/
terribili	/terrˈibili/
terrore	/terrˈore/
terrò	/terrˈɔ/
terza	/ˈtɛrtsa/
terze	/ˈtɛrtse/
terzodecimo	/tertsodˈɛtʃimo/
terzo	/ˈtɛrtso/
tese	/ˈtese/
tesi	/ˈtɛzi/
tesori	/tezˈɔri/
tesoro	/tezˈɔro/
tessa	/ˈtɛssa/
tessere	/ˈtɛssere/
testa	/ˈtɛsta/
testé	/testˈe/
testimoniano	/testimˈɔnjano/
testimonianza	/testimonjˈantsa/
testimonia	/testimˈɔnja/
testimonio	/testimˈɔnjo/
testimoni	/testimˈɔni/
testo	/ˈtɛsto/
te	/ˈte/
tetti	/ˈtetti/
tetto	/ˈtetto/
teucro	/ˈtɛukro/
tiene	/tjˈɛne/
tieni	/tjˈɛni/
timida	/ˈtimida/
timidi	/ˈtimidi/
timido	/ˈtimido/
timoni	/timˈoni/
timore	/timˈore/
timori	/timˈori/
tinta	/ˈtinta/
tirannia	/tirannˈia/
tiranno	/tirˈanno/
tirare	/tirˈare/
tirata	/tirˈata/
tirate	/tirˈate/
tira	/ˈtira/
tirati	/tirˈati/
tirato	/tirˈato/
tiro	/ˈtiro/
tirò	/tirˈɔ/
titani	/titˈani/
titano	/titˈano/
ti	/ˈti/
titoli	/ˈtitoli/
titolo	/ˈtitolo/
tito	/ˈtito/
tizzone	/titstsˈone/
toccando	/tokkˈando/
toccare	/tokkˈare/
toccasse	/tokkˈasse/
toccata	/tokkˈata/
tocca	/ˈtokka/
toccato	/tokkˈato/
toccava	/tokkˈava/
tocchi	/ˈtokki/
tocco	/ˈtokko/
toccò	/tokkˈɔ/
togliendo	/toʎʎˈɛndo/
togliesse	/toʎʎˈesse/
toglie	/ˈtɔʎʎe/
togli	/ˈtɔʎʎi/
tolga	/ˈtɔlɡa/
tolse	/ˈtɔlse/
tolta	/ˈtɔlta/
tolte	/ˈtɔlte/
tolti	/ˈtɔlti/
tolto	/ˈtɔlto/
tomba	/ˈtomba/
tommaso	/tommˈazo/
tondo	/ˈtondo/
tono	/ˈtɔno/
torello	/torˈɛllo/
tormenta	/tormˈenta/
tormentato	/tormentˈato/
tormenti	/tormˈenti/
tormento	/tormˈento/
tornando	/tornˈando/
tornano	/ˈtornano/
tornare	/tornˈare/
tornarono	/tornˈarono/
tornasse	/tornˈasse/
tornata	/tornˈata/
tornati	/tornˈati/
torna	/ˈtorna/
tornato	/tornˈato/
tornava	/tornˈava/
tornerò	/tornerˈɔ/
torni	/ˈtorni/
torno	/ˈtorno/
tornò	/tornˈɔ/
torre	/ˈtɔrre/
torri	/ˈtorri/
torti	/ˈtɔrti/
tor	/ˈtɔr/
torto	/ˈtɔrto/
toscanamente	/toskanamˈente/
toscana	/toskˈana/
toscane	/toskˈane/
toscani	/toskˈani/
tosto	/ˈtɔsto/
tradimento	/tradimˈento/
traditore	/traditˈore/
tradito	/tradˈito/
tradizione	/traditstsjˈone/
tradotta	/tradˈotta/
traendo	/traˈɛndo/
traesse	/traˈesse/
trae	/trˈae/
tragedia	/tradʒˈɛdia/
tragico	/trˈadʒiko/
tramontana	/tramontˈana/
tranquilla	/traŋkwˈilla/
tranquillità	/traŋkwillitˈa/
tranquillo	/traŋkwˈillo/
trapani	/trˈapani/
trapassare	/trapassˈare/
trapassata	/trapassˈata/
trapassato	/trapassˈato/
trapassi	/trapˈassi/
trapassò	/trapassˈɔ/
trarre	/trˈarre/
trascorrere	/traskˈorrere/
trasformato	/trasformˈato/
trassero	/trˈassero/
trasse	/trˈasse/
tra	/tra/
trattando	/trattˈando/
trattare	/trattˈare/
trattato	/trattˈato/
tratta	/trˈatta/
trattava	/trattˈava/
tratterà	/tratterˈa/
tratte	/trˈatte/
tratti	/trˈatti/
tratto	/trˈatto/
travagliati	/travaʎʎˈati/
travagliato	/travaʎʎˈato/
travagli	/travˈaʎʎi/
trecento	/tretʃˈɛnto/
tredici	/trˈeditʃi/
tremando	/tremˈando/
tremante	/tremˈante/
tremanti	/tremˈanti/
tremare	/tremˈare/
tremava	/tremˈava/
trenta	/trˈenta/
trentesimo	/trentˈɛzimo/
tre	/trˈɛ/
tribunali	/tribunˈali/
trinità	/trinitˈa/
trionfo	/triˈonffo/
triplice	/trˈiplitʃe/
trista	/trˈista/
triste	/trˈiste/
tristezza	/tristˈetstsa/
tristi	/trˈisti/
tristizia	/tristˈitstsja/
tristo	/trˈisto/
troiana	/trojˈana/
troiani	/trojˈani/
troiano	/trojˈano/
troia	/trˈɔja/
troncato	/troŋkˈato/
tronco	/trˈoŋko/
troppa	/trˈɔppa/
troppi	/trˈɔppi/
troppo	/trˈɔppo/
trovata	/trovˈata/
trovate	/trovˈate/
trovati	/trovˈati/
trovato	/trovˈato/
tua	/ˈtua/
tue	/ˈtue/
tullio	/ˈtulljo/
tumulto	/tumˈulto/
tunisi	/ˈtunizi/
tuoni	/twˈɔni/
tuo	/ˈtuo/
turbamento	/turbamˈento/
turbare	/turbˈare/
turbata	/turbˈata/
turbati	/turbˈati/
turbato	/turbˈato/
turba	/ˈturba/
turbò	/turbˈɔ/
turno	/ˈturno/
tutta	/ˈtutta/
tuttavia	/tuttavˈia/
tutte	/ˈtutte/
tutti	/ˈtutti/
tutto	/ˈtutto/
tu	/tu/
uccelli	/utʃtʃˈɛlli/
uccello	/utʃtʃˈɛllo/
uccidere	/utʃtʃˈidere/
uccisa	/utʃtʃˈiza/
uccise	/utʃtʃˈize/
uccisi	/utʃtʃˈizi/
ucciso	/utʃtʃˈizo/
udendo	/udˈɛndo/
udii	/udˈii/
udine	/ˈudine/
udirete	/udirˈete/
udire	/udˈire/
udita	/udˈita/
udite	/udˈite/
uditi	/udˈiti/
udito	/udˈito/
udì	/udˈi/
udiva	/udˈiva/
ufficio	/uffˈitʃo/
uffici	/uffˈitʃi/
ugualmente	/uɡwalmˈente/
ulisse	/ulˈisse/
ulteriori	/ulterjˈori/
ulteriormente	/ulterjormˈente/
ultimamente	/ultimamˈente/
ultima	/ˈultima/
ultime	/ˈultime/
ultimi	/ˈultimi/
ultimo	/ˈultimo/
umana	/umˈana/
umane	/umˈane/
umanità	/umanitˈa/
umani	/umˈani/
umano	/umˈano/
umile	/ˈumile/
umili	/umˈili/
umilmente	/umilmˈente/
umiltà	/umiltˈa/
una	/ˈuna/
undecimo	/undˈɛtʃimo/
unico	/ˈuniko/
unità	/unitˈa/
uni	/ˈuni/
universale	/universˈale/
universalmente	/universalmˈente/
uno	/ˈuno/
un	/ˈun/
uomo	/ˈwɔmo/
uopo	/ˈwɔpo/
usando	/uzˈando/
usano	/ˈuzano/
usanza	/uzˈantsa/
usare	/uzˈare/
usarono	/uzˈarono/
usasse	/uzˈasse/
usata	/uzˈata/
usate	/uzˈate/
usati	/uzˈati/
usato	/uzˈato/
usa	/ˈuza/
usavano	/uzˈavano/
usava	/uzˈava/
uscendo	/uʃʃˈɛndo/
uscio	/ˈuʃʃo/
uscire	/uʃʃˈire/
uscirono	/uʃʃˈirono/
uscisse	/uʃʃˈisse/
uscita	/uʃʃˈita/
usciti	/uʃʃˈiti/
uscito	/uʃʃˈito/
uscì	/uʃʃˈi/
usciva	/uʃʃˈiva/
usiamo	/uzjˈamo/
usi	/ˈuzi/
uso	/ˈuzo/
usò	/uzˈɔ/
utile	/ˈutile/
utilità	/utilitˈa/
utili	/ˈutili/
ut	/ˈut/
vacca	/ˈvakka/
vadano	/ˈvadano/
vada	/ˈvada/
vagamente	/vaɡamˈente/
vaga	/ˈvaɡa/
vaghe	/ˈvaɡe/
vaghezza	/vaɡˈetstsa/
vaghi	/ˈvaɡi/
vaglia	/ˈvaʎʎa/
vagliono	/ˈvaʎʎono/
vago	/ˈvaɡo/
vai	/ˈvai/
valente	/valˈɛnte/
valenti	/valˈɛnti/
valere	/valˈere/
valerio	/valˈɛrjo/
valesse	/valˈesse/
vale	/ˈvale/
valeva	/valˈeva/
valle	/ˈvalle/
valli	/ˈvalli/
valore	/valˈore/
valorosamente	/valorosamˈente/
valorosa	/valorˈosa/
valorose	/valorˈose/
valorosi	/valorˈosi/
valoroso	/valorˈoso/
valse	/ˈvalse/
val	/ˈval/
vana	/ˈvana/
vane	/ˈvane/
vanità	/vanitˈa/
vani	/ˈvani/
vanno	/ˈvanno/
vano	/ˈvano/
vantaggio	/vantˈadʒdʒo/
vanto	/ˈvanto/
van	/ˈvan/
vapori	/vapˈori/
variazione	/varjatstsjˈone/
varietà	/varjetˈa/
varie	/ˈvarje/
varii	/ˈvarji/
vari	/ˈvari/
vaso	/ˈvazo/
và	/ˈva/
vecchiaia	/vekkjˈaja/
vecchia	/ˈvɛkkja/
vecchie	/ˈvɛkkje/
vecchiezza	/vekkjˈetstsa/
vecchio	/ˈvɛkkjo/
vecchi	/ˈvɛkki/
vece	/ˈvetʃe/
veda	/ˈveda/
vedendo	/vedˈɛndo/
vedere	/vedˈere/
vedessero	/vedˈessero/
vedesse	/vedˈesse/
vedessi	/vedˈessi/
vedeste	/vedˈeste/
vedesti	/vedˈesti/
vedete	/vedˈete/
vedevano	/vedˈevano/
vedeva	/vedˈeva/
vede	/ˈvede/
vedi	/ˈvedi/
vedova	/ˈvedova/
vedove	/ˈvedove/
vedrai	/vedrˈai/
vedranno	/vedrˈanno/
vedrà	/vedrˈa/
vedremo	/vedrˈemo/
vedrete	/vedrˈete/
veduta	/vedˈuta/
vedute	/vedˈute/
veduti	/vedˈuti/
veduto	/vedˈuto/
vegga	/ˈveɡɡa/
veggendo	/vedʒdʒˈɛndo/
veggiamo	/vedʒdʒˈamo/
veggia	/ˈvedʒdʒa/
veggio	/ˈvedʒdʒo/
veggono	/ˈveɡɡono/
veggo	/ˈveɡɡo/
vegnente	/veɲɲˈɛnte/
vela	/ˈvela/
velenosa	/velenˈosa/
veleno	/velˈeno/
vele	/ˈvele/
veli	/ˈveli/
vello	/ˈvɛllo/
velocemente	/velotʃemˈente/
veloce	/velˈotʃe/
velocissimo	/velotʃˈissimo/
velocità	/velotʃitˈa/
velo	/ˈvelo/
vena	/ˈvena/
vendere	/ˈvendere/
vendetta	/vendˈetta/
vendicare	/vendikˈare/
venduta	/vendˈuta/
venduto	/vendˈuto/
venendo	/venˈɛndo/
venerabile	/venerˈabile/
venerdì	/venerdˈi/
venere	/ˈvɛnere/
vene	/ˈvɛne/
vengano	/ˈvɛŋɡano/
venga	/ˈvɛŋɡa/
vengono	/ˈvɛŋɡono/
vengo	/ˈvɛŋɡo/
venia	/venˈia/
venire	/venˈire/
venissero	/venˈissero/
venisse	/venˈisse/
venissi	/venˈissi/
venisti	/venˈisti/
venite	/venˈite/
venivano	/venˈivano/
veniva	/venˈiva/
vennero	/ˈvennero/
venne	/ˈvɛnne/
venni	/ˈvɛnni/
ventesimo	/ventˈɛzimo/
venti	/ˈvɛnti/
vento	/ˈvɛnto/
ventre	/ˈvɛntre/
ventura	/ventˈura/
venture	/ventˈure/
venuta	/venˈuta/
venute	/venˈute/
venuti	/venˈuti/
venuto	/venˈuto/
veramente	/veramˈente/
vera	/ˈvera/
verbi	/ˈvɛrbi/
verbo	/ˈvɛrbo/
verde	/ˈverde/
verdi	/ˈverdi/
vere	/ˈvere/
verga	/ˈvɛrɡa/
verghe	/ˈverɡe/
vergine	/ˈverdʒine/
verginità	/verdʒinitˈa/
vergini	/ˈverdʒini/
vergognano	/verɡˈoɲɲano/
vergognare	/verɡoɲɲˈare/
vergogna	/verɡˈoɲɲa/
vergognosamente	/verɡoɲɲosamˈente/
vergognosa	/verɡoɲɲˈosa/
vergognose	/verɡoɲɲˈose/
vergognoso	/verɡoɲɲˈoso/
vergognò	/verɡoɲɲˈɔ/
verissima	/verˈissima/
verità	/veritˈa/
veri	/ˈveri/
vermiglia	/vermˈiʎʎa/
vermiglie	/vermˈiʎʎe/
vermiglio	/vermˈiʎʎo/
vernaccia	/vernˈatʃtʃa/
verno	/ˈvɛrno/
verona	/verˈona/
vero	/ˈvero/
verrai	/verrˈai/
verranno	/verrˈanno/
verrebbe	/verrˈɛbbe/
